Table S23. Resistance of heavy metals.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Planktothrix_prolifica_NIVA-CYA_406,F,40,F,0|3|2|A2B0C0,0|3|0|A0B0C0,0|3|1|A1B0C0,1|s,3|s,1|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Planktothrix_prolifica_NIVA-CYA_540,F,40,F,0|3|2|A2B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,1|s,3|s,1|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Planktothrix_rubescens_NIVA-CYA_407,F,40,F,0|3|2|A2B0C0,0|3|1|A0B1C0,0|3|1|A1B0C0,1|s,3|s,1|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Planktothrix_rubescens_NIVA-CYA_98,F,40,F,0|3|2|A2B0C0,0|3|0|A0B0C0,0|3|1|A1B0C0,1|s,3|s,1|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Pleurocapsa_sp._PCC_7319,F,0,N,0|3|7|A6B1C0,0|3|0|A0B0C0,0|3|1|A1B0C0,1|s,3|s,1|s,0|s,0|4|1|A1B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_bv._HNLC1,M,0,N,0|3|2|A0B2C0,0|3|2|A0B2C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._EQPAC1,M,0,N,0|3|1|A0B1C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._GP2,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._LG,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9107,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9116,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9123,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9201,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9215,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9302,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9311,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9313,M,0,N,0|3|1|A1B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9314,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9321,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9322,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._MIT_9401,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._PAC1,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._SB,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._SS2,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._SS35,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_marinus_str._SS51,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0601,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0602,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0603,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0604,M,0,N,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0701,M,0,N,0|3|1|A1B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,2|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0702,M,0,N,0|3|1|A1B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,2|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0703,M,0,N,0|3|1|A1B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,2|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._MIT_0801,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorococcus_sp._SS52,M,0,N,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Prochlorothrix_hollandica_PCC_9006,F,0,N,0|3|4|A2B2C0,0|3|0|A0B0C0,0|3|0|A0B0C0,1|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Raphidiopsis_brookii_D9,F,1,O,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,1|s,1|s,1|s,0|s,0|4|1|A1B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Rivularia_sp._PCC_7116,M,0,N,0|3|9|A6B3C0,0|3|0|A0B0C0,0|3|1|A1B0C0,1|s,7|s,0|s,0|s,0|4|1|A1B0C0F0,2|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Rubidibacter_lacunae_KORDI_51-2,F,0,N,0|3|1|A1B0C0,0|3|0|A0B0C0,0|3|1|A1B0C0,1|s,2|s,0|s,0|s,0|4|1|A1B0C0F0,1|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Spirulina_major_PCC_6313,F,0,N,0|3|2|A2B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,0|s,3|s,1|s,0|s,0|4|1|A1B0C0F0,2|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Spirulina_subsalsa_PCC_9445,F,0,N,0|3|5|A4B1C0,0|3|1|A0B1C0,0|3|0|A0B0C0,1|s,2|s,2|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Stanieria_cyanosphaera_PCC_7437,F,9,O,0|3|6|A4B2C0,0|3|0|A0B0C0,0|3|0|A0B0C0,2|s,6|s,1|s,0|s,0|4|1|A1B0C0F0,5|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Synechococcus_elongatus_PCC_7942,M,9,O,0|3|1|A1B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,1|s,2|s,0|s,0|s,0|4|1|A1B0C0F0,0|s,2|s,0|s,,,,,,,,,,,,,,,,,,
Synechococcus_sp._CC9616,M,9,O,0|3|1|A1B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,1|s,1|s,0|s,0|s,0|4|1|A1B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Synechococcus_sp._CC9902,M,9,O,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,1|s,1|s,0|s,0|s,0|4|1|A1B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Synechococcus_sp._KORDI-100,M,9,O,0|3|1|A1B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,1|s,1|s,0|s,0|s,0|4|1|A1B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Synechococcus_sp._KORDI-49,M,9,O,0|3|0|A0B0C0,0|3|1|A0B1C0,0|3|0|A0B0C0,1|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Synechococcus_sp._KORDI-52,M,9,O,0|3|0|A0B0C0,0|3|2|A1B1C0,0|3|1|A1B0C0,1|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Synechococcus_sp._WH_8016,M,9,O,0|3|1|A1B0C0,0|3|1|A1B0C0,0|3|0|A0B0C0,1|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Synechococcus_sp._WH_8102,M,9,O,0|3|0|A0B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,1|s,1|s,0|s,0|s,0|4|1|A1B0C0F0,0|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Synechocystis_sp._PCC_6803,F,2,O,0|3|4|A4B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,1|s,4|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,2|s,1|s,,,,,,,,,,,,,,,,,,
Trichodesmium_erythraeum_21-75,M,16,F,0|3|2|A2B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,1|s,0|s,0|s,0|4|0|A0B0C0F0,0|s,0|s,0|s,,,,,,,,,,,,,,,,,,
Trichodesmium_erythraeum_IMS101,M,16,F,0|3|2|A2B0C0,0|3|0|A0B0C0,0|3|0|A0B0C0,0|s,2|s,0|s,0|s,0|4|0|A0B0C0F0,1|s,1|s,0|s,,,,,,,,,,,,,,,,,,
Xenococcus_sp._PCC_7305,M,0,N,0|3|7|A5B2C0,0|3|0|A0B0C0,0|3|0|A0B0C0,2|s,4|s,0|s,0|s,0|4|1|A1B0C0F0,3|s,1|s,1|s,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MalEFGK/MalFGK2,Maltose ABC transporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MalT,Maltose transporter activaor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LamB,Outer membrane sugar porin for maltose and other maltodextrins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ybfm,Outer membrane porin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NgcEFG,N-acetyl-glucosamine transporter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Acs,Acetyl-CoA synthetase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NagE,PTS for N-acetyl-glucosamine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NagA,N-acetyl-glucosamine-6-phosphate deacetylase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NagB,Glucosamine-6-phosphate deaminase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RfbBA,lipopolysaccharide,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AglEFGK,Glucoside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ChiEFG,Chitobiose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
